第 74
74 章
章 惑
惑 奸
奸 谗
谗 抄检
抄检 大观园
大观园 避
避 嫌隙
嫌隙 杜绝
杜绝 宁国府
宁国府 话
话 说
说 平儿
平儿 听
听 迎春
迎春 说
说 了
了 正自
正自 好笑
好笑 忽见
忽见 宝玉
宝玉 也
也 来了
来了 原来
原来 管
管 厨房
厨房 柳家媳妇
柳家媳妇 的
的 妹
妹 子
子 也
也 因放头
因放头 开赌
开赌 得
得 了
了 不是
不是 因
因 这
这 园中
园中 有素
有素 和
和 柳家的
柳家的 不好
不好 的
的 便
便 又
又 告出
告出 柳家的
柳家的 来
来 说
说 和
和 他
他 妹子
妹子 是
是 伙计
伙计 赚
赚 了
了 平分
平分 因此
因此 凤姐
凤姐 要治
要治 柳家
柳家 之罪
之罪 那
那 柳家的
柳家的 听得
听得 此言
此言 便
便 慌
慌 了
了 手脚
手脚 因思素
因思素 与
与 怡红院
怡红院 的
的 人
人 最为
最为 深厚
深厚 故
故 走来
走来 悄悄的
悄悄的 央求
央求 晴雯
晴雯 芳官
芳官 等
等 人
人 转
转 告诉
告诉 了
了 宝玉
宝玉 宝玉
宝玉 因思
因思 内中
内中 迎春
迎春 的
的 嬷嬷
嬷嬷 也
也 现有
现有 此罪
此罪 不若来
不若来 约
约 同
同 迎春
迎春 去
去 讨情
讨情 比
比 自己
自己 独
独 去
去 单为
单为 柳家的
柳家的 说情
说情 又
又 更
更 妥当
妥当 故此
故此 前来
前来 忽见
忽见 许多
许多 人
人 在
在 此
此 见
见 他
他 来时
来时 都
都 问道
问道 你
你 的
的 病
病 可好了
可好了 跑
跑 来
来 做
做 什么
什么 宝玉
宝玉 不便
不便 说出
说出 讨情
讨情 一事
一事 只说
只说 来看
来看 二
二 姐姐
姐姐 当
当 下
下 众人
众人 也
也 不在意
不在意 且说
且说 些
些 闲话
闲话 平儿
平儿 便
便 出去
出去 办累
办累 金凤
金凤 一事
一事 那玉柱
那玉柱 儿媳妇
儿媳妇 紧跟
紧跟 在
在 后
后 口内
口内 百般
百般 央求
央求 只说
只说 姑
姑 娘
娘 好歹
好歹 口内
口内 超生
超生 我
我 横竖
横竖 去
去 赎
赎 了
了 来
来 平儿
平儿 笑道
笑道 你
你 迟
迟 也
也 赎
赎 早
早 也
也 赎
赎 既有
既有 今
今 日
日 何必当初
何必当初 你
你 的
的 意思
意思 得
得 过
过 就
就 过
过 既
既 这么样
这么样 我
我 也
也 不好意思
不好意思 告诉
告诉 人
人 趁早
趁早 儿取
儿取 了
了 来
来 交给
交给 我
我 一字
一字 不
不 提
提 玉柱
玉柱 儿媳妇
儿媳妇 听说
听说 方
方 放下
放下 心来
心来 就
就 拜谢
拜谢 又说
又说 姑
姑 娘
娘 自去
自去 贵干
贵干 赶晚
赶晚 赎
赎 了
了 来
来 先回
先回 了
了 姑娘
姑娘 再
再 送
送 去
去 如何
如何 平儿
平儿 道
道 赶晚
赶晚 不来
不来 可
可 别
别 怨
怨 我
我 说毕
说毕 二人
二人 方
方 分路
分路 各自
各自 散
散 了
了 平儿
平儿 到
到 房
房 凤姐
凤姐 问
问 他
他 三
三 姑娘
姑娘 叫
叫 你
你 做
做 什么
什么 平儿
平儿 笑道
笑道 三
三 姑娘
姑娘 怕
怕 奶奶
奶奶 生气
生气 叫
叫 我
我 劝
劝 着
着 奶奶
奶奶 些
些 问
问 奶奶
奶奶 这
这 两天
两天 可吃些
可吃些 什么
什么 凤姐
凤姐 笑道
笑道 倒是
倒是 他
他 还
还 惦记
惦记 我
我 刚才
刚才 又
又 出来
出来 了
了 一件事
一件事 有人
有人 来告
来告 柳二
柳二 媳妇
媳妇 和
和 他
他 妹子
妹子 通同
通同 开局
开局 凡
凡 妹子
妹子 所为
所为 都是
都是 他
他 作主
作主 我想
我想 你
你 素日
素日 肯
肯 劝
劝 我
我 多一事不如少一事
多一事不如少一事 自己
自己 保
保 养
养 保养
保养 也是
也是 好
好 的
的 我
我 因
因 听不进去
听不进去 果然
果然 应
应 了
了 先
先 把
把 太太
太太 得罪
得罪 了
了 而且
而且 反
反 赚
赚 了
了 一场
一场 病
病 如今
如今 我
我 也
也 看破
看破 了
了 随
随 他们
他们 闹
闹 去罢
去罢 横竖
横竖 还有
还有 许多
许多 人
人 呢
呢 我白操
我白操 一会子
一会子 心
心 倒
倒 惹
惹 的
的 万
万 人
人 咒骂
咒骂 不如
不如 且
且 自家
自家 养
养 养病
养病 就是
就是 病
病 好了
好了 我
我 也
也 会
会 做
做 好好先生
好好先生 得乐且
得乐且 乐
乐 得
得 笑
笑 且
且 笑
笑 一概
一概 是非
是非 都
都 凭
凭 他们
他们 去罢
去罢 所以
所以 我
我 只
只 答应
答应 着
着 知道
知道 了
了 平儿
平儿 笑道
笑道 奶奶
奶奶 果
果 然
然 如此
如此 那
那 就是
就是 我们
我们 的
的 造化
造化 了
了 一语
一语 未了
未了 只见
只见 贾琏
贾琏 进来
进来 拍手
拍手 叹气
叹气 道
道 好好
好好 的
的 又
又 生事
生事 前儿
前儿 我
我 和
和 鸳鸯
鸳鸯 借当
借当 那边
那边 太太
太太 怎么
怎么 知道
知道 了
了 刚才
刚才 太太
太太 叫
叫 过
过 我
我 去
去 叫
叫 我
我 不管
不管 那里
那里 先借
先借 二百
二百 银子
银子 做
做 八月
八月 十
十 五节
五节 下
下 使用
使用 我回
我回 没处
没处 借
借 太太
太太 就
就 说
说 你
你 没有
没有 钱
钱 就
就 有
有 地方
地方 挪移
挪移 我白
我白 和
和 你
你 商量
商量 你
你 就
就 搪塞
搪塞 我
我 你
你 就
就 没
没 地方
地方 儿
儿 前儿
前儿 一千
一千 银子
银子 的
的 当
当 是
是 那里
那里 的
的 连
连 老太太
老太太 的
的 东西
东西 你
你 都
都 有神
有神 通
通 弄出来
弄出来 这会
这会 二百
二百 银子
银子 你
你 就
就 这样
这样 难
难 亏
亏 我
我 没
没 和
和 别人
别人 说
说 去
去 我想
我想 太太
太太 分明
分明 不短
不短 何苦
何苦 来
来 又
又 寻事
寻事 奈何
奈何 人
人 凤姐儿
凤姐儿 道
道 那日
那日 并
并 没个
没个 外人
外人 谁
谁 走
走 了
了 这个
这个 消息
消息 平儿
平儿 听了
听了 也
也 细想
细想 那日
那日 有
有 谁
谁 在
在 此
此 想
想 了
了 半日
半日 笑道
笑道 是
是 了
了 那日
那日 说话
说话 时
时 没人
没人 就
就 只
只 晚
晚 上送
上送 东西
东西 来
来 的
的 时候
时候 儿
儿 老太太
老太太 那边
那边 傻大姐
傻大姐 的
的 娘
娘 可巧
可巧 来
来 送
送 浆洗
浆洗 衣裳
衣裳 他
他 在
在 下
下 房里
房里 坐
坐 了
了 一会子
一会子 看见
看见 一大
一大 箱子
箱子 东西
东西 自然
自然 要
要 问
问 必是
必是 丫头
丫头 们
们 不
不 知道
知道 说
说 出来
出来 了
了 也未可知
也未可知 因此
因此 便
便 唤
唤 了
了 几个
几个 小丫头
小丫头 来
来 问
问 那日
那日 谁
谁 告诉
告诉 傻大姐
傻大姐 的
的 娘
娘 了
了 众
众 小丫头
小丫头 慌
慌 了
了 都
都 跪
跪 下
下 赌神
赌神 发誓
发誓 说
说 自来
自来 也
也 没敢
没敢 多
多 说
说 一句
一句 话
话 有人
有人 凡问
凡问 什么
什么 都
都 答应
答应 不
不 知道
知道 这事
这事 如
如 何敢
何敢 说
说 凤姐
凤姐 详情度理
详情度理 说
说 他们
他们 必
必 不敢
不敢 多
多 说
说 一句
一句 话
话 倒别
倒别 委屈
委屈 了
了 他们
他们 如今
如今 把
把 这事
这事 靠后
靠后 且
且 把
把 太太
太太 打发
打发 了
了 去
去 要紧
要紧 宁可
宁可 咱们
咱们 短些
短些 别
别 又
又 讨
讨 没意思
没意思 因叫
因叫 平儿
平儿 把
把 我的
我的 金
金 首饰
首饰 再
再 去
去 押
押 二百
二百 银子
银子 来
来 送
送 去
去 完事
完事 贾琏
贾琏 道
道 索性
索性 多押
多押 二百
二百 咱们
咱们 也
也 要
要 使
使 呢
呢 凤姐
凤姐 道
道 很
很 不必
不必 我
我 没处
没处 使
使 这
这 不知
不知 还
还 指
指 那
那 一项
一项 赎
赎 呢
呢 平儿拿
平儿拿 了
了 去
去 吩咐
吩咐 旺
旺 儿媳妇
儿媳妇 领去
领去 不
不 一时
一时 拿
拿 了
了 银子
银子 来
来 贾琏
贾琏 亲自
亲自 送
送 去
去 不在话下
不在话下 这里
这里 凤姐
凤姐 和
和 平儿
平儿 猜疑
猜疑 走风
走风 的
的 人
人 反叫
反叫 鸳鸯
鸳鸯 受累
受累 岂不是
岂不是 咱们
咱们 之
之 过
过 正在
正在 胡
胡 想
想 人报
人报 太太
太太 来了
来了 凤姐
凤姐 听了
听了 诧异
诧异 不知
不知 何事
何事 遂
遂 与
与 平儿
平儿 等
等 忙
忙 迎
迎 出来
出来 只见
只见 王夫人
王夫人 气色
气色 更变
更变 只带
只带 一个
一个 贴己
贴己 小丫头
小丫头 走来
走来 一语不发
